Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,IP_x,City_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x,Connection Establishment Time_y,RTT_y,Initial Response_y,Latency_y,Page Load Time_y,Dependency Load Time_y,Page Size_y,IP_y,City_y,Website Type_y
0,0,google.com,140.879154205322,45.3870296478272,107.0,22.6935148239136,2606.0,981.0,5758.0,31.171.155.229,Tirana,Albania,44,810,3131021,Other,221.56286239624,59.0457916259766,103.0,29.5228958129883,2513.0,619.0,5787.0,31.171.155.172,Tirana,Other
1,1,facebook.com,132.058382034302,50.4555702209473,239.0,25.2277851104736,2166.0,1904.0,67307.0,31.171.155.229,Tirana,Albania,46,3707,18162816,Social Media Sites,143.094778060913,109.249830245972,205.0,54.6249151229858,1563.0,1276.0,66320.0,31.171.155.172,Tirana,Social Media Sites
4,4,apple.com,171.164274215698,45.4668998718262,91.0,22.7334499359131,2072.0,712.0,255185.0,31.171.155.229,Tirana,Albania,46,298,86533,Other,235.811948776245,58.1674575805664,126.0,29.0837287902832,2466.0,745.0,255995.0,31.171.155.172,Tirana,Other
7,7,yelp.com,175.781488418579,46.069860458374,605.0,23.034930229187,1980.0,1975.0,109438.0,31.171.155.229,Tirana,Albania,47,2936,7620135,Other,180.348634719849,56.1118125915527,715.0,28.0559062957764,1991.0,1991.0,110622.0,31.171.155.172,Tirana,Other
10,10,dictionary.com,187.601566314697,45.7367897033691,54.0,22.8683948516846,58699.0,894.0,248713.0,31.171.155.229,Tirana,Albania,169,7942,16286661,Educational Websites,192.557096481323,52.720308303833,72.0,26.3601541519165,2210.0,987.0,210957.0,31.171.155.172,Tirana,Educational Websites
13,13,britannica.com,485.863924026489,48.7520694732666,331.0,24.3760347366333,48244.0,1034.0,163562.0,31.171.155.229,Tirana,Albania,292,18148,18426415,Educational Websites,506.970643997192,53.7810325622559,339.0,26.8905162811279,11590.0,1106.0,161580.0,31.171.155.172,Tirana,Educational Websites
14,14,weather.com,142.389297485352,55.0911426544189,91.0,27.5455713272095,1608.0,843.0,764138.0,31.171.155.229,Tirana,Albania,92,900,1404795,Other,159.558773040771,54.6548366546631,88.0,27.3274183273315,24555.0,692.0,1016044.0,31.171.155.172,Tirana,Other
16,16,walmart.com,132.594585418701,46.2820529937744,119.0,23.1410264968872,11198.0,1285.0,172289.0,31.171.155.229,Tirana,Albania,91,3331,8130383,E-commerce Platforms,147.348403930664,52.6816844940186,104.0,26.3408422470093,17097.0,1191.0,172734.0,31.171.155.172,Tirana,E-commerce Platforms
20,20,espncricinfo.com,673.87843132019,45.0263023376465,110.0,22.5131511688232,2282.0,1420.0,570660.0,31.171.155.229,Tirana,Albania,182,1794,1149156,Other,894.298553466797,58.9113235473633,103.0,29.4556617736816,3551.0,1650.0,486791.0,31.171.155.172,Tirana,Other
27,27,webmd.com,486.124515533447,44.865608215332,279.0,22.432804107666,22270.0,1226.0,306881.0,31.171.155.229,Tirana,Albania,111,10610,6188634,Health and Medical Websites,600.902318954468,54.9542903900147,306.0,27.4771451950073,26233.0,1261.0,309747.0,31.171.155.172,Tirana,Health and Medical Websites
28,28,thesaurus.com,216.169834136963,86.4038467407227,90.0,43.2019233703613,3329.0,1179.0,207849.0,31.171.155.229,Tirana,Albania,132,7644,10580505,Other,215.869903564453,53.8644790649414,60.0,26.9322395324707,2690.0,911.0,208232.0,31.171.155.172,Tirana,Other
29,29,whatsapp.com,214.653968811035,77.6278972625732,645.0,38.8139486312866,2877.0,2249.0,258741.0,31.171.155.229,Tirana,Albania,243,5742,10956378,Other,151.416778564453,61.8236064910889,510.0,30.9118032455444,2291.0,1395.0,259018.0,31.171.155.172,Tirana,Other
30,30,rottentomatoes.com,240.827798843384,45.466423034668,108.0,22.733211517334,2079.0,1392.0,336906.0,31.171.155.229,Tirana,Albania,149,1314,410902,Entertainment Websites,227.019309997559,53.2448291778564,85.0,26.6224145889282,2889.0,1192.0,417022.0,31.171.155.172,Tirana,Entertainment Websites
31,31,bbc.com,131.186246871948,44.9738502502441,61.0,22.4869251251221,2659.0,1530.0,213618.0,31.171.155.229,Tirana,Albania,45,272,44355,News Websites,148.698568344116,52.4866580963135,102.0,26.2433290481567,2877.0,2061.0,227047.0,31.171.155.172,Tirana,News Websites
33,33,healthline.com,109.619617462158,46.1809635162354,816.0,23.0904817581177,9947.0,1655.0,355669.0,31.171.155.229,Tirana,Albania,49,4441,5713090,Health and Medical Websites,137.793064117432,74.1026401519775,255.0,37.0513200759888,7525.0,1159.0,355238.0,31.171.155.172,Tirana,Health and Medical Websites
34,34,netflix.com,495.884895324707,45.4850196838379,513.0,22.7425098419189,6582.0,3438.0,482387.0,31.171.155.229,Tirana,Albania,44,5425,18114995,Entertainment Websites,556.070804595947,172.921419143677,978.0,86.4607095718384,4952.0,3996.0,481851.0,31.171.155.172,Tirana,Entertainment Websites
35,35,indeed.com,110.320806503296,44.9111461639404,69.0,22.4555730819702,10766.0,10580.0,10593.0,31.171.155.229,Tirana,Albania,46,398,271088,Other,142.150163650513,53.2200336456299,73.0,26.6100168228149,661.0,358.0,10614.0,31.171.155.172,Tirana,Other
36,36,thefreedictionary.com,510.842800140381,47.3630428314209,198.0,23.6815214157104,5393.0,1149.0,192343.0,31.171.155.229,Tirana,Albania,398,14150,18968115,Educational Websites,694.921255111694,56.9636821746826,388.0,28.4818410873413,4160.0,1313.0,192175.0,31.171.155.172,Tirana,Educational Websites
38,38,spotify.com,134.007930755615,45.4719066619873,117.0,22.7359533309937,3215.0,1608.0,76584.0,31.171.155.229,Tirana,Albania,45,1411,4647843,Entertainment Websites,186.838388442993,53.8709163665772,159.0,26.9354581832886,2938.0,1596.0,78885.0,31.171.155.172,Tirana,Entertainment Websites
42,42,ytmp3.cc,664.290189743042,47.7399826049805,240.0,23.8699913024902,3477.0,1789.0,164214.0,31.171.155.229,Tirana,Albania,73,2974,7812375,Other,715.572357177734,56.0455322265625,267.0,28.0227661132812,2977.0,1979.0,168444.0,31.171.155.172,Tirana,Other
43,44,nih.gov,491.079568862915,45.0141429901123,228.0,22.5070714950562,6462.0,1196.0,81882.0,31.171.155.229,Tirana,Albania,98,2406,3602527,Health and Medical Websites,534.198522567749,65.6509399414063,218.0,32.8254699707031,2301.0,1245.0,81118.0,31.171.155.172,Tirana,Health and Medical Websites
44,45,tiktok.com,111.726760864258,44.804573059082,1764.0,22.402286529541,3783.0,3067.0,656020.0,31.171.155.229,Tirana,Albania,44,672,450135,Other,129.798412322998,57.2323799133301,825.0,28.616189956665,3195.0,2437.0,727040.0,31.171.155.172,Tirana,Other
47,48,cdc.gov,659.950733184814,64.4619464874268,80.0,32.2309732437134,1183.0,743.0,236314.0,31.171.155.229,Tirana,Albania,50,300,52858,Health and Medical Websites,697.422504425049,64.0325546264648,86.0,32.0162773132324,1112.0,699.0,236198.0,31.171.155.172,Tirana,Health and Medical Websites
49,50,blog.google,163.378715515137,45.0499057769775,227.0,22.5249528884888,4455.0,1558.0,311339.0,31.171.155.229,Tirana,Albania,137,16279,17637450,Other,323.94528388977,74.6257305145264,324.0,37.3128652572632,3486.0,2121.0,305998.0,31.171.155.172,Tirana,Other
51,52,indiatimes.com,175.103664398193,47.250509262085,75.0,23.6252546310425,5475.0,848.0,813703.0,31.171.155.229,Tirana,Albania,289,24348,35244200,Other,177.695751190186,66.1590099334717,92.0,33.0795049667358,2982.0,582.0,818969.0,31.171.155.172,Tirana,Other
56,57,speedtest.net,164.305686950684,44.9237823486328,416.0,22.4618911743164,3718.0,1027.0,154398.0,31.171.155.229,Tirana,Albania,85,8283,17676491,Other,280.639171600342,62.1986389160156,249.0,31.0993194580078,4568.0,945.0,154721.0,31.171.155.172,Tirana,Other
57,58,ssyoutube.com,116.747379302979,49.9286651611328,149.0,24.9643325805664,1943.0,1094.0,30024.0,31.171.155.229,Tirana,Albania,137,1985,3131012,Other,135.108470916748,58.2160949707031,161.0,29.1080474853516,2908.0,1055.0,30187.0,31.171.155.172,Tirana,Other
58,59,unsplash.com,174.706697463989,66.6639804840088,55.0,33.3319902420044,3205.0,1229.0,386206.0,31.171.155.229,Tirana,Albania,45,744,1510139,Other,241.671085357666,54.1567802429199,73.0,27.07839012146,2794.0,1275.0,388982.0,31.171.155.172,Tirana,Other
61,62,mcdonalds.com,323.89760017395,47.2030639648438,85.0,23.6015319824219,2381.0,1415.0,265463.0,31.171.155.229,Tirana,Albania,46,1030,3170830,Other,344.658851623535,59.0195655822754,156.0,29.5097827911377,2824.0,1639.0,268668.0,31.171.155.172,Tirana,Other
63,65,bloomberg.com,359.534502029419,81.3000202178955,61.0,40.6500101089478,17999.0,607.0,14807.0,31.171.155.229,Tirana,Albania,44,492,963852,Financial Websites,358.860492706299,52.6630878448486,65.0,26.3315439224243,32982.0,242.0,14659.0,31.171.155.172,Tirana,Financial Websites
64,66,forbes.com,168.084144592285,45.6042289733887,54.0,22.8021144866943,19928.0,1025.0,929608.0,31.171.155.229,Tirana,Albania,45,31672,35188292,Financial Websites,229.268550872803,56.2272071838379,76.0,28.1136035919189,21380.0,1220.0,926938.0,31.171.155.172,Tirana,Financial Websites
65,67,booking.com,111.172437667847,45.7618236541748,338.0,22.8809118270874,2026.0,1327.0,677899.0,31.171.155.229,Tirana,Albania,47,1201,4642973,Other,127.607822418213,87.9576206207275,321.0,43.9788103103638,2050.0,1343.0,638716.0,31.171.155.172,Tirana,Other
