,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
1490,1584,wellsfargo.com,82.3161602020264,27.6057720184326,24.0,13.8028860092163,2392.0,1953.0,131821.0,185.203.216.136,Copenhagen,Denmark,0,581,2369161,Other
1492,1586,realtor.com,553.40313911438,28.4819602966309,652.0,14.2409801483154,14484.0,1433.0,954203.0,185.203.216.136,Copenhagen,Denmark,0,50657,47569962,Other
1495,1589,nba.com,387.215137481689,27.2467136383057,377.0,13.6233568191528,6717.0,1071.0,646519.0,185.203.216.136,Copenhagen,Denmark,0,3334,8665022,Other
1511,1607,yelp.com,625.287055969238,39.2065048217773,896.0,19.6032524108887,3408.0,3398.0,227145.0,165.231.177.108,Tallinn,Estonia,0,257,305220,Other
1516,1612,cambridge.org,144.388198852539,38.5715961456299,153.0,19.2857980728149,1570.0,852.0,286062.0,165.231.177.108,Tallinn,Estonia,0,494,586586,Educational Websites
1521,1617,espn.com,96.8990325927734,39.0117168426514,503.0,19.5058584213257,12930.0,1937.0,623412.0,165.231.177.108,Tallinn,Estonia,0,5252,18958266,Other
1527,1623,gsmarena.com,201.199769973755,38.3455753326416,91.0,19.1727876663208,2225.0,1258.0,70970.0,165.231.177.108,Tallinn,Estonia,0,404,1056096,Other
1533,1629,whatsapp.com,97.7261066436768,42.3593521118164,721.0,21.1796760559082,2195.0,1762.0,279525.0,165.231.177.108,Tallinn,Estonia,0,2025,9392694,Other
1545,1641,pornhub.com,135.290384292603,38.860559463501,294.0,19.4302797317505,3418.0,1506.0,674636.0,165.231.177.108,Tallinn,Estonia,0,1670,5681853,Other
1548,1645,tiktok.com,142.104864120483,39.0651226043701,660.0,19.5325613021851,2376.0,2042.0,704236.0,165.231.177.108,Tallinn,Estonia,0,337,225018,Other
1557,1654,flashscore.com,141.324281692505,40.4303073883057,99.0,20.2151536941528,1199.0,919.0,298162.0,165.231.177.108,Tallinn,Estonia,0,306,292506,Other
1564,1661,vocabulary.com,91.4630889892578,41.3632392883301,448.0,20.681619644165,2126.0,1556.0,44538.0,165.231.177.108,Tallinn,Estonia,0,2350,7473630,Other
1569,1667,booking.com,147.18508720398,38.3646488189697,411.0,19.1823244094849,1598.0,1468.0,575614.0,165.231.177.108,Tallinn,Estonia,0,366,305220,Other
1570,1668,xhamster.com,83.5447311401367,38.4361743927002,320.0,19.2180871963501,2992.0,1597.0,294072.0,165.231.177.108,Tallinn,Estonia,0,1659,4499591,Other
1584,1684,wellsfargo.com,98.2260704040527,39.034366607666,40.0,19.517183303833,2129.0,1154.0,131734.0,165.231.177.108,Tallinn,Estonia,0,710,2369161,Other
1589,1689,nba.com,395.753383636475,38.4399890899658,1037.0,19.2199945449829,3957.0,1898.0,487205.0,165.231.177.108,Tallinn,Estonia,0,1084,2989452,Other
1610,1712,cambridge.org,152.251958847046,40.7881736755371,158.0,20.3940868377686,1478.0,772.0,285555.0,85.202.81.200,Helsinki,Finland,0,486,586586,Educational Websites
1624,1726,timeanddate.com,302.37889289856,40.6317710876465,83.0,20.3158855438232,1471.0,800.0,68033.0,85.202.81.200,Helsinki,Finland,0,1072,2398347,Other
1631,1733,healthline.com,91.3052558898926,40.3680801391602,397.0,20.1840400695801,1859.0,988.0,187479.0,85.202.81.200,Helsinki,Finland,0,156,90657,Health and Medical Websites
1639,1741,pornhub.com,147.109746932983,42.6194667816162,269.0,21.3097333908081,2285.0,1130.0,669703.0,85.202.81.200,Helsinki,Finland,0,3913,9894227,Other
1640,1742,ytmp3.cc,936.720371246338,40.2121543884277,349.0,20.1060771942139,3601.0,2330.0,165109.0,85.202.81.200,Helsinki,Finland,0,3349,7766136,Other
1648,1751,cnbc.com,386.016368865967,40.1721000671387,180.0,20.0860500335693,1077.0,560.0,2312730.0,85.202.81.200,Helsinki,Finland,0,147,47939,News Websites
1658,1761,vocabulary.com,101.152181625366,40.9834384918213,464.0,20.4917192459106,2235.0,1630.0,45283.0,85.202.81.200,Helsinki,Finland,0,3192,8968356,Other
1664,1768,xhamster.com,102.043390274048,40.712833404541,358.0,20.3564167022705,3218.0,1891.0,327822.0,85.202.81.200,Helsinki,Finland,0,914,3297371,Other
1678,1784,wellsfargo.com,102.19669342041,40.1017665863037,47.0,20.0508832931519,1918.0,1050.0,132008.0,85.202.81.200,Helsinki,Finland,0,980,3879300,Other
1680,1786,realtor.com,601.954221725464,40.1358604431152,589.0,20.0679302215576,11163.0,1302.0,965840.0,85.202.81.200,Helsinki,Finland,0,82235,40656266,Other
1683,1789,nba.com,426.436424255371,42.0005321502686,1252.0,21.0002660751343,7276.0,2033.0,635042.0,85.202.81.200,Helsinki,Finland,0,2645,7473630,Other
1698,1806,pinterest.com,71.3036060333252,25.6538391113281,257.0,12.8269195556641,734.0,729.0,260475.0,77.78.71.106,Paris,France,0,226,657028,Social Media Sites
1699,1807,yelp.com,71.9566345214844,26.749849319458,912.0,13.374924659729,2138.0,2132.0,136591.0,77.78.71.106,Paris,France,0,162,305220,Other
1704,1812,cambridge.org,85.1767063140869,24.5473384857178,86.0,12.2736692428589,1109.0,604.0,285926.0,77.78.71.106,Paris,France,0,380,586586,Educational Websites
1709,1817,espn.com,57.7623844146729,25.5250930786133,135.0,12.7625465393066,4506.0,1653.0,623190.0,77.78.71.106,Paris,France,0,1999,9242227,Other
1715,1823,gsmarena.com,82.3864936828613,24.2884159088135,31.0,12.1442079544067,1192.0,672.0,64013.0,77.78.71.106,Paris,France,0,712,2566235,Other
1718,1826,timeanddate.com,213.951826095581,26.8003940582275,91.0,13.4001970291138,1043.0,605.0,65834.0,77.78.71.106,Paris,France,0,938,2398347,Other
1731,1839,livescore.com,64.2046928405762,24.2252349853516,26.0,12.1126174926758,10896.0,518.0,335892.0,77.78.71.106,Paris,France,0,1630,3000712,Other
1736,1845,tiktok.com,58.6001873016357,23.9596366882324,840.0,11.9798183441162,1927.0,1620.0,702321.0,77.78.71.106,Paris,France,0,924,900676,Other
1758,1868,xhamster.com,54.7902584075928,23.3731269836426,273.0,11.6865634918213,3569.0,1431.0,331931.0,77.78.71.106,Paris,France,0,1642,4792030,Other
1793,1907,yelp.com,38.2392406463623,29.4861793518066,718.0,14.7430896759033,2094.0,1996.0,138361.0,159.48.53.197,Frankfurt am Main,Germany,0,97,305220,Other
1798,1912,cambridge.org,52.4001121520996,14.4753456115723,97.0,7.23767280578613,960.0,499.0,166724.0,159.48.53.197,Frankfurt am Main,Germany,0,202,586586,Educational Websites
1803,1917,espn.com,59.0152740478516,15.4099464416504,127.0,7.7049732208252,4357.0,1696.0,472985.0,159.48.53.197,Frankfurt am Main,Germany,0,1376,7613489,Other
1804,1918,linkedin.com,53.3394813537598,15.1114463806152,415.0,7.55572319030762,955.0,539.0,156734.0,159.48.53.197,Frankfurt am Main,Germany,0,1693,9458651,Social Media Sites
1812,1926,timeanddate.com,211.579084396362,15.7105922698975,34.0,7.85529613494873,1509.0,452.0,68022.0,159.48.53.197,Frankfurt am Main,Germany,0,2100,2398347,Other
1817,1931,bbc.com,36.761999130249,18.8713073730469,76.0,9.43565368652344,1488.0,862.0,216355.0,159.48.53.197,Frankfurt am Main,Germany,0,864,1870174,News Websites
1826,1940,ebay.com,337.580919265747,18.4459686279297,289.0,9.22298431396484,1421.0,774.0,412346.0,159.48.53.197,Frankfurt am Main,Germany,0,138,48818,E-commerce Platforms
1830,1945,tiktok.com,61.7966651916504,15.0980949401855,1732.0,7.54904747009277,2748.0,2466.0,630513.0,159.48.53.197,Frankfurt am Main,Germany,0,162,450286,Other
1836,1951,cnbc.com,276.262283325195,15.6471729278564,130.0,7.82358646392822,711.0,431.0,2312297.0,159.48.53.197,Frankfurt am Main,Germany,0,71,47939,News Websites
1839,1954,flashscore.com,41.9812202453613,16.4709091186523,24.0,8.23545455932617,1320.0,879.0,431617.0,159.48.53.197,Frankfurt am Main,Germany,0,1452,2877746,Other
1844,1959,unsplash.com,95.0396060943604,21.8877792358398,22.0,10.9438896179199,3629.0,2605.0,377647.0,159.48.53.197,Frankfurt am Main,Germany,0,4169,5420470,Other
1852,1968,xhamster.com,36.8871688842773,15.4867172241211,501.0,7.74335861206055,2713.0,1872.0,328330.0,159.48.53.197,Frankfurt am Main,Germany,0,2244,7624749,Other
1863,1980,hotels.com,37.0612144470215,15.418529510498,399.0,7.70926475524902,6346.0,1740.0,1105018.0,159.48.53.197,Frankfurt am Main,Germany,0,21145,26519556,Other
1867,1985,expedia.com,47.5821495056152,17.6184177398682,592.0,8.80920886993408,9169.0,2542.0,1399699.0,159.48.53.197,Frankfurt am Main,Germany,0,38924,39148201,Other
1868,1986,realtor.com,514.409065246582,16.0772800445557,639.0,8.03864002227783,10789.0,1280.0,952683.0,159.48.53.197,Frankfurt am Main,Germany,0,79768,49765541,Other
1871,1989,nba.com,341.798305511475,42.743444442749,1835.0,21.3717222213745,4211.0,2634.0,487209.0,159.48.53.197,Frankfurt am Main,Germany,0,3875,7473630,Other
1885,2005,merriam-webster.com,176.501035690308,59.9524974822998,145.0,29.9762487411499,8527.0,1073.0,266562.0,178.132.104.71,Athens,Greece,0,8993,15629809,Educational Websites
1887,2007,yelp.com,242.259502410889,67.0685768127441,951.0,33.5342884063721,4522.0,4517.0,111589.0,178.132.104.71,Athens,Greece,0,382,305220,Other
1892,2012,cambridge.org,196.568012237549,66.6964054107666,232.0,33.3482027053833,2869.0,1510.0,286059.0,178.132.104.71,Athens,Greece,0,740,586586,Educational Websites
1893,2013,britannica.com,611.427545547485,79.8077583312988,734.0,39.9038791656494,6826.0,1584.0,153651.0,178.132.104.71,Athens,Greece,0,10476,18203482,Educational Websites
1903,2023,gsmarena.com,253.050088882446,62.4933242797852,108.0,31.2466621398926,3524.0,1377.0,78655.0,178.132.104.71,Athens,Greece,0,1576,2566235,Other
1933,2054,flashscore.com,161.333322525024,63.9841556549072,142.0,31.9920778274536,1585.0,1179.0,298162.0,178.132.104.71,Athens,Greece,0,429,292506,Other
1940,2061,vocabulary.com,132.661104202271,60.5261325836182,638.0,30.2630662918091,2994.0,2220.0,45239.0,178.132.104.71,Athens,Greece,0,1830,4484178,Other
1957,2080,hotels.com,231.402158737183,62.3831748962402,555.0,31.1915874481201,9045.0,2634.0,963975.0,178.132.104.71,Athens,Greece,0,9911,13414079,Other
1960,2084,wellsfargo.com,227.503776550293,59.1440200805664,74.0,29.5720100402832,2121.0,1154.0,131943.0,178.132.104.71,Athens,Greece,0,877,2369161,Other
1981,2107,yelp.com,890.177249908447,273.542642593384,995.0,136.771321296692,5530.0,5525.0,109621.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,4150,1802645,Other
1997,2123,gsmarena.com,996.184587478638,275.1624584198,467.0,137.5812292099,9038.0,6499.0,64076.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,2222,1510139,Other
2000,2126,timeanddate.com,1005.38015365601,273.665904998779,580.0,136.83295249939,27863.0,3410.0,69698.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,25317,7537448,Other
2015,2141,pornhub.com,618.468046188355,274.235010147095,684.0,137.117505073547,11005.0,4570.0,671883.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,4538,2551449,Other
2016,2142,ytmp3.cc,948.616027832031,273.806571960449,362.0,136.903285980225,8381.0,4508.0,165109.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,22237,13806692,Other
2027,2154,flashscore.com,641.806125640869,277.775049209595,349.0,138.887524604797,5325.0,3826.0,298162.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,1617,292506,Other
2034,2161,vocabulary.com,874.162912368774,306.688785552979,1364.0,153.344392776489,12513.0,7912.0,44883.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,7055,4499591,Other
2046,2175,twitch.tv,647.529363632202,286.594867706299,0.0,143.297433853149,13367.0,4481.0,224940.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,2862,1493016,Entertainment Websites
2047,2176,pexels.com,874.440908432007,276.296854019165,450.0,138.148427009583,9738.0,3493.0,260457.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,5375,3452249,Other
2048,2177,poki.com,944.200277328491,301.251888275146,837.0,150.625944137573,8173.0,2347.0,275533.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,2838,160726,Gaming Websites
2060,2190,nintendo.com,1584.74206924438,331.434011459351,439.0,165.717005729675,10513.0,3263.0,876800.0,192.166.244.77,Sham Shui Po,Hong_Kong,0,4665,3312784,Gaming Websites
2085,2217,espn.com,216.457605361938,59.2503547668457,266.0,29.6251773834229,4145.0,3388.0,926064.0,155.133.78.97,Budapest,Hungary,0,1300,2684502,Other
2091,2223,gsmarena.com,225.98123550415,61.6178512573242,103.0,30.8089256286621,4147.0,1362.0,78692.0,155.133.78.97,Budapest,Hungary,0,474,1056096,Other
2109,2241,pornhub.com,229.630470275879,58.7372779846191,172.0,29.3686389923096,3930.0,1425.0,671256.0,155.133.78.97,Budapest,Hungary,0,2548,6133438,Other
2128,2261,vocabulary.com,134.882211685181,59.0131282806397,532.0,29.5065641403198,2700.0,1928.0,45239.0,155.133.78.97,Budapest,Hungary,0,4879,10463082,Other
2130,2263,deepl.com,254.525184631348,60.0385665893555,190.0,30.0192832946777,1957.0,1539.0,227805.0,155.133.78.97,Budapest,Hungary,0,278,48071,Other
2133,2267,booking.com,267.314910888672,65.143346786499,426.0,32.5716733932495,1935.0,1806.0,586986.0,155.133.78.97,Budapest,Hungary,0,456,305220,Other
2175,2313,britannica.com,530.790567398071,60.0199699401856,313.0,30.0099849700928,5150.0,1246.0,152779.0,185.234.68.186,Reykjavík,Iceland,0,6709,14757043,Educational Websites
2179,2317,espn.com,225.632190704346,59.2343807220459,253.0,29.6171903610229,3955.0,3070.0,924588.0,185.234.68.186,Reykjavík,Iceland,0,626,1342251,Other
2188,2326,timeanddate.com,374.710559844971,59.7248077392578,117.0,29.8624038696289,2636.0,751.0,65419.0,185.234.68.186,Reykjavík,Iceland,0,1523,1056096,Other
2190,2328,thesaurus.com,305.167198181152,59.8535537719727,95.0,29.9267768859863,3112.0,1158.0,206851.0,185.234.68.186,Reykjavík,Iceland,0,2889,6011845,Other
2193,2331,bbc.com,197.176456451416,60.7213973999023,137.0,30.3606986999512,4519.0,2372.0,227739.0,185.234.68.186,Reykjavík,Iceland,0,1945,62929,News Websites
2222,2361,vocabulary.com,260.047435760498,78.8543224334717,484.0,39.4271612167358,3408.0,2472.0,45283.0,185.234.68.186,Reykjavík,Iceland,0,1274,2989452,Other
2227,2367,booking.com,236.63854598999,63.5867118835449,407.0,31.7933559417725,2247.0,1684.0,603215.0,185.234.68.186,Reykjavík,Iceland,0,337,305220,Other
2239,2380,hotels.com,199.339628219605,60.6410503387451,449.0,30.3205251693726,3983.0,3230.0,908265.0,185.234.68.186,Reykjavík,Iceland,0,269,27693,Other
2279,2423,gsmarena.com,815.675497055054,212.385416030884,392.0,106.192708015442,5717.0,3967.0,63961.0,185.213.83.35,Jakarta,Indonesia,0,1695,1510139,Other
2316,2461,vocabulary.com,475.753545761108,211.082458496094,1319.0,105.541229248047,8849.0,5565.0,44883.0,185.213.83.35,Jakarta,Indonesia,0,6777,5994317,Other
2322,2468,xhamster.com,458.584070205689,212.295293807983,748.0,106.147646903992,11092.0,7035.0,334696.0,185.213.83.35,Jakarta,Indonesia,0,7400,4792097,Other
2367,2517,espn.com,82.8204154968262,40.123462677002,294.0,20.061731338501,2947.0,2347.0,1287810.0,194.32.235.173,Dublin,Ireland,0,300,1342251,Other
2373,2523,gsmarena.com,141.695499420166,40.2169227600098,60.0,20.1084613800049,2977.0,925.0,78633.0,194.32.235.173,Dublin,Ireland,0,722,3004865,Other
2387,2537,xvideos.com,155.59458732605,36.0078811645508,125.0,18.0039405822754,1391.0,999.0,138256.0,194.32.235.173,Dublin,Ireland,0,197,17522,Other
2392,2542,ytmp3.cc,627.091884613037,38.0392074584961,219.0,19.019603729248,5229.0,3340.0,165109.0,194.32.235.173,Dublin,Ireland,0,2870,7473630,Other
2410,2561,vocabulary.com,82.4735164642334,34.9695682525635,172.0,17.4847841262817,1877.0,1240.0,45283.0,194.32.235.173,Dublin,Ireland,0,422,1494726,Other
2416,2568,xhamster.com,77.1996974945068,35.8073711395264,561.0,17.9036855697632,4293.0,1880.0,324166.0,194.32.235.173,Dublin,Ireland,0,1612,4792030,Other
2417,2569,xe.com,94.0935611724854,36.7491245269775,70.0,18.3745622634888,6012.0,983.0,535084.0,194.32.235.173,Dublin,Ireland,0,3969,7515586,Other
2455,2611,yahoo.com,453.298091888428,61.7904663085938,459.0,30.8952331542969,5962.0,3069.0,932043.0,31.187.78.112,Tel Aviv,Israel,0,660,402328,Other
2456,2612,cambridge.org,204.858541488647,63.9688968658447,227.0,31.9844484329224,2310.0,1336.0,286069.0,31.187.78.112,Tel Aviv,Israel,0,658,586586,Educational Websites
2461,2617,espn.com,136.051416397095,62.0684623718262,502.0,31.0342311859131,22043.0,3275.0,1250306.0,31.187.78.112,Tel Aviv,Israel,0,5388,15344202,Other
2470,2626,timeanddate.com,397.21941947937,70.969820022583,479.0,35.4849100112915,4829.0,1217.0,64204.0,31.187.78.112,Tel Aviv,Israel,0,2225,3740672,Other
2486,2642,ytmp3.cc,996.743202209473,74.2816925048828,350.0,37.1408462524414,3656.0,2382.0,165109.0,31.187.78.112,Tel Aviv,Israel,0,2536,6040556,Other
2489,2646,steampowered.com,260.937690734863,63.6317729949951,59.0,31.8158864974976,2335.0,1345.0,499472.0,31.187.78.112,Tel Aviv,Israel,0,637,1510139,Other
2510,2668,xhamster.com,134.663581848145,63.4348392486572,510.0,31.7174196243286,4477.0,2593.0,323960.0,31.187.78.112,Tel Aviv,Israel,0,2023,4499591,Other
2522,2681,globo.com,666.255950927734,62.6602172851563,330.0,31.3301086425781,18117.0,5927.0,1043219.0,31.187.78.112,Tel Aviv,Israel,0,4695,10926770,Other
2524,2684,wellsfargo.com,283.282041549683,61.4721775054932,63.0,30.7360887527466,2281.0,1474.0,131990.0,31.187.78.112,Tel Aviv,Israel,0,893,2369161,Other
2541,2703,imdb.com,445.827960968018,65.8938884735107,1101.0,32.9469442367554,3903.0,2118.0,670994.0,194.34.233.218,Milan,Italy,0,39,3667,Entertainment Websites
2544,2706,pinterest.com,82.1545124053955,38.7423038482666,252.0,19.3711519241333,769.0,763.0,260816.0,194.34.233.218,Milan,Italy,0,402,124414,Social Media Sites
2550,2712,cambridge.org,85.4964256286621,22.4337577819824,141.0,11.2168788909912,1445.0,923.0,285846.0,194.34.233.218,Milan,Italy,0,512,586586,Educational Websites
2561,2723,gsmarena.com,144.327878952026,108.358383178711,33.0,54.1791915893555,1084.0,640.0,64116.0,194.34.233.218,Milan,Italy,0,354,1510139,Other
2564,2726,timeanddate.com,244.392871856689,21.794319152832,54.0,10.897159576416,1091.0,362.0,68078.0,194.34.233.218,Milan,Italy,0,619,1056096,Other
2565,2727,webmd.com,402.042388916016,24.9137878417969,312.0,12.4568939208984,2334.0,890.0,291024.0,194.34.233.218,Milan,Italy,0,124,1915,Health and Medical Websites
2578,2740,ebay.com,334.678888320923,26.5905857086182,321.0,13.2952928543091,1714.0,893.0,407421.0,194.34.233.218,Milan,Italy,0,72,341434,E-commerce Platforms
2579,2741,pornhub.com,109.690427780151,53.455114364624,158.0,26.727557182312,3267.0,805.0,670107.0,194.34.233.218,Milan,Italy,0,2252,7306004,Other
2582,2745,tiktok.com,57.7433109283447,53.7722110748291,695.0,26.8861055374145,3053.0,1394.0,796347.0,194.34.233.218,Milan,Italy,0,5255,4676134,Other
2591,2754,flashscore.com,61.6068840026856,27.5938510894775,41.0,13.7969255447388,807.0,689.0,298162.0,194.34.233.218,Milan,Italy,0,562,1804413,Other
2598,2761,vocabulary.com,55.9830665588379,23.1812000274658,439.0,11.5906000137329,1750.0,1415.0,44582.0,194.34.233.218,Milan,Italy,0,1008,5978904,Other
2603,2767,booking.com,97.8231430053711,22.4065780639648,457.0,11.2032890319824,1552.0,1431.0,570200.0,194.34.233.218,Milan,Italy,0,530,3438054,Other
2618,2784,wellsfargo.com,95.0648784637451,22.3255157470703,26.0,11.1627578735352,1437.0,806.0,132047.0,194.34.233.218,Milan,Italy,0,469,1510139,Other
2619,2785,expedia.com,94.3667888641357,25.108814239502,629.0,12.554407119751,7125.0,2111.0,1361781.0,194.34.233.218,Milan,Italy,0,4649,19698003,Other
2620,2786,realtor.com,615.020275115967,24.4159698486328,667.0,12.2079849243164,20139.0,1292.0,954224.0,194.34.233.218,Milan,Italy,0,35855,48291453,Other
2625,2791,akc.org,77.1379470825195,23.205041885376,34.0,11.602520942688,11036.0,351.0,600588.0,194.34.233.218,Milan,Italy,0,15702,35893347,Other
2644,2812,cambridge.org,814.62550163269,266.339063644409,874.0,133.169531822205,7263.0,4168.0,285853.0,45.94.210.107,Osaka,Japan,0,3052,586586,Educational Websites
2674,2842,ytmp3.cc,1025.75397491455,266.372203826904,400.0,133.186101913452,7244.0,3699.0,165109.0,45.94.210.107,Osaka,Japan,0,18629,12296553,Other
2698,2868,xhamster.com,547.25193977356,266.971111297607,1055.0,133.485555648804,10458.0,5634.0,338994.0,45.94.210.107,Osaka,Japan,0,12146,5133694,Other
2738,2912,cambridge.org,137.491703033447,41.9392585754395,258.0,20.9696292877197,2483.0,1520.0,286056.0,196.240.54.53,Riga,Latvia,0,1316,586586,Educational Websites
2743,2917,espn.com,117.552042007446,41.5403842926025,515.0,20.7701921463013,10409.0,2434.0,586789.0,196.240.54.53,Riga,Latvia,0,7640,19907338,Other
2749,2923,gsmarena.com,218.571662902832,43.276309967041,98.0,21.6381549835205,2262.0,1140.0,67238.0,196.240.54.53,Riga,Latvia,0,1252,2566235,Other
2750,2924,mayoclinic.org,523.403882980347,42.4306392669678,102.0,21.2153196334839,5684.0,1412.0,557846.0,196.240.54.53,Riga,Latvia,0,4625,10838590,Health and Medical Websites
2782,2957,speedtest.net,176.944732666016,47.1298694610596,197.0,23.5649347305298,6842.0,749.0,198651.0,196.240.54.53,Riga,Latvia,0,2582,4669517,Other
2786,2961,vocabulary.com,93.93310546875,45.5257892608643,469.0,22.7628946304321,2444.0,1756.0,45283.0,196.240.54.53,Riga,Latvia,0,446,1494726,Other
2787,2962,mcdonalds.com,308.887481689453,43.2300567626953,115.0,21.6150283813477,2390.0,1391.0,265423.0,196.240.54.53,Riga,Latvia,0,929,3438097,Other
2806,2984,wellsfargo.com,169.211149215698,52.1113872528076,75.0,26.0556936264038,2133.0,1183.0,131933.0,196.240.54.53,Riga,Latvia,0,569,2369161,Other
2827,3007,yelp.com,135.297298431396,36.0760688781738,999.0,18.0380344390869,3392.0,3271.0,112026.0,45.82.33.65,Vilnius,Lithuania,0,266,305220,Other
2832,3012,cambridge.org,125.083208084106,36.0805988311768,178.0,18.0402994155884,1582.0,891.0,286057.0,45.82.33.65,Vilnius,Lithuania,0,209,293293,Educational Websites
2836,3016,walmart.com,89.1396999359131,36.7231369018555,243.0,18.3615684509277,2490.0,472.0,183489.0,45.82.33.65,Vilnius,Lithuania,0,384,1342248,E-commerce Platforms
2837,3017,espn.com,97.5852012634277,37.2333526611328,416.0,18.6166763305664,6611.0,2838.0,1278270.0,45.82.33.65,Vilnius,Lithuania,0,2588,12088474,Other
2838,3018,linkedin.com,146.069049835205,43.3251857757568,257.0,21.6625928878784,1092.0,589.0,145328.0,45.82.33.65,Vilnius,Lithuania,0,540,3132834,Social Media Sites
2843,3023,gsmarena.com,135.340213775635,36.1461639404297,62.0,18.0730819702148,1379.0,874.0,64256.0,45.82.33.65,Vilnius,Lithuania,0,454,1510139,Other
2856,3036,thefreedictionary.com,451.965808868408,54.6889305114746,177.0,27.3444652557373,5530.0,1086.0,192182.0,45.82.33.65,Vilnius,Lithuania,0,8884,11313678,Educational Websites
2859,3039,livescore.com,131.33692741394,38.8190746307373,60.0,19.4095373153687,1698.0,718.0,221691.0,45.82.33.65,Vilnius,Lithuania,0,489,1056096,Other
2860,3040,ebay.com,454.978466033936,36.5035533905029,366.0,18.2517766952515,2156.0,1125.0,314116.0,45.82.33.65,Vilnius,Lithuania,0,131,341434,E-commerce Platforms
2861,3041,pornhub.com,140.69390296936,36.3094806671143,350.0,18.1547403335571,3218.0,1267.0,672077.0,45.82.33.65,Vilnius,Lithuania,0,1839,5681846,Other
2865,3046,steampowered.com,143.169403076172,41.085958480835,71.0,20.5429792404175,1480.0,959.0,508688.0,45.82.33.65,Vilnius,Lithuania,0,318,11154,Other
2876,3057,speedtest.net,176.868200302124,36.992073059082,198.0,18.496036529541,2057.0,788.0,153512.0,45.82.33.65,Vilnius,Lithuania,0,1084,2107865,Other
2880,3061,vocabulary.com,85.6385231018066,38.0690097808838,549.0,19.0345048904419,2545.0,1987.0,44538.0,45.82.33.65,Vilnius,Lithuania,0,1884,5978904,Other
2885,3067,booking.com,109.513521194458,37.3525619506836,346.0,18.6762809753418,1606.0,1446.0,567999.0,45.82.33.65,Vilnius,Lithuania,0,262,305220,Other
2886,3068,xhamster.com,88.5939598083496,37.3103618621826,441.0,18.6551809310913,3101.0,1814.0,328000.0,45.82.33.65,Vilnius,Lithuania,0,1592,4499591,Other
2900,3084,wellsfargo.com,96.238374710083,46.3943481445313,40.0,23.1971740722656,1575.0,890.0,131764.0,45.82.33.65,Vilnius,Lithuania,0,905,2369161,Other
2907,3091,akc.org,196.729421615601,37.3499393463135,56.0,18.6749696731567,8011.0,480.0,600761.0,45.82.33.65,Vilnius,Lithuania,0,34500,47416948,Other
2921,3107,yelp.com,63.9979839324951,40.6785011291504,955.0,20.3392505645752,2510.0,2279.0,110623.0,194.110.85.37,Cruchten,Luxembourg,0,1440,369156,Other
2926,3112,cambridge.org,59.9274635314941,18.8024044036865,164.0,9.40120220184326,1216.0,803.0,285845.0,194.110.85.37,Cruchten,Luxembourg,0,118,293293,Educational Websites
2931,3117,espn.com,50.3072738647461,18.6853408813477,337.0,9.34267044067383,2762.0,2180.0,1102597.0,194.110.85.37,Cruchten,Luxembourg,0,253,1342251,Other
2937,3123,gsmarena.com,82.0810794830322,20.6396579742432,34.0,10.3198289871216,3102.0,1033.0,71381.0,194.110.85.37,Cruchten,Luxembourg,0,2408,2566235,Other
2938,3124,mayoclinic.org,434.208154678345,66.4079189300537,201.0,33.2039594650269,7999.0,1635.0,557843.0,194.110.85.37,Cruchten,Luxembourg,0,5069,10824854,Health and Medical Websites
2953,3139,livescore.com,58.7167739868164,18.2697772979736,28.0,9.13488864898682,2482.0,535.0,257773.0,194.110.85.37,Cruchten,Luxembourg,0,2018,2400273,Other
2964,3151,cnbc.com,296.328067779541,19.6640491485596,124.0,9.83202457427979,913.0,518.0,2312380.0,194.110.85.37,Cruchten,Luxembourg,0,220,305220,News Websites
2967,3154,flashscore.com,54.983377456665,18.1536674499512,54.0,9.07683372497559,1922.0,1412.0,442437.0,194.110.85.37,Cruchten,Luxembourg,0,2260,2121171,Other
2972,3159,unsplash.com,109.544515609741,20.7071304321289,29.0,10.3535652160645,1911.0,1778.0,574717.0,194.110.85.37,Cruchten,Luxembourg,0,519,1513893,Other
2979,3167,booking.com,118.571996688843,41.1555767059326,287.0,20.5777883529663,1400.0,1290.0,568552.0,194.110.85.37,Cruchten,Luxembourg,0,260,305220,Other
2980,3168,xhamster.com,45.3684329986572,17.9538726806641,294.0,8.97693634033203,4183.0,1450.0,339428.0,194.110.85.37,Cruchten,Luxembourg,0,6224,6019730,Other
2991,3180,hotels.com,240.611791610718,50.0900745391846,675.0,25.0450372695923,3288.0,2690.0,907082.0,194.110.85.37,Cruchten,Luxembourg,0,70,27693,Other
