Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,IP_x,City_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x,Connection Establishment Time_y,RTT_y,Initial Response_y,Latency_y,Page Load Time_y,Dependency Load Time_y,Page Size_y,IP_y,City_y,Website Type_y
94,100,google.com,541.374444961548,242.412567138672,335.0,121.206283569336,6866.0,4157.0,146757.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,525.488138198853,245.345830917358,328.0,122.672915458679,7483.0,6163.0,152434.0,103.50.33.92,Buenos Aires,Other
98,104,apple.com,550.144195556641,241.236209869385,254.0,120.618104934692,6387.0,2884.0,255197.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,673.171758651733,254.265308380127,268.0,127.132654190063,7766.0,2318.0,261578.0,103.50.33.92,Buenos Aires,Other
99,105,merriam-webster.com,496.272802352905,254.339933395386,327.0,127.169966697693,92918.0,2408.0,280006.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites,545.837163925171,270.606756210327,513.0,135.303378105164,37258.0,2237.0,276634.0,103.50.33.92,Buenos Aires,Educational Websites
109,115,microsoft.com,819.678544998169,242.961645126343,0.0,121.480822563171,43.0,38.0,3448.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,932.617664337158,246.363401412964,989.0,123.181700706482,5660.0,3550.0,253757.0,103.50.33.92,Buenos Aires,Other
123,129,whatsapp.com,493.099689483643,242.399930953979,811.0,121.19996547699,6144.0,4784.0,258729.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,534.990549087524,246.223926544189,955.0,123.111963272095,4291.0,3735.0,259345.0,103.50.33.92,Buenos Aires,Other
127,133,healthline.com,799.639463424683,240.355491638184,546.0,120.177745819092,14941.0,3388.0,356126.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites,815.171718597412,275.237560272217,1170.0,137.618780136108,57025.0,3325.0,234612.0,103.50.33.92,Buenos Aires,Health and Medical Websites
132,138,spotify.com,495.076417922974,241.227626800537,414.0,120.613813400269,17799.0,4108.0,185455.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites,509.484052658081,246.711492538452,409.0,123.355746269226,8008.0,5605.0,10528.0,103.50.33.92,Buenos Aires,Entertainment Websites
136,142,ytmp3.cc,1787.23621368408,240.942716598511,615.0,120.471358299255,7744.0,4434.0,164351.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,1743.66307258606,249.140501022339,739.0,124.570250511169,9543.0,5856.0,170120.0,103.50.33.92,Buenos Aires,Other
148,155,thepiratebay.org,502.409934997559,253.405332565308,1469.0,126.702666282654,7170.0,4129.0,4967.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,506.292581558228,246.246576309204,1122.0,123.123288154602,6459.0,4063.0,4977.0,103.50.33.92,Buenos Aires,Other
155,162,mcdonalds.com,789.885997772217,241.236686706543,273.0,120.618343353271,6294.0,3744.0,265411.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,790.845155715942,258.014678955078,354.0,129.007339477539,6847.0,4273.0,268663.0,103.50.33.92,Buenos Aires,Other
165,174,dominos.com,494.91024017334,240.620613098145,570.0,120.310306549072,4825.0,3321.0,136677.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,502.970933914185,245.946168899536,621.0,122.973084449768,4698.0,3216.0,136677.0,103.50.33.92,Buenos Aires,Other
178,188,digitaltrends.com,548.676729202271,270.658493041992,273.0,135.329246520996,64978.0,3012.0,637862.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,578.332185745239,247.599840164185,300.0,123.799920082092,65642.0,2633.0,638467.0,103.50.33.92,Buenos Aires,Other
188,200,google.com,589.219570159912,209.583759307861,426.0,104.791879653931,9239.0,3822.0,147941.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,740.855932235718,211.797714233398,407.0,105.898857116699,7787.0,2906.0,151626.0,103.107.197.94,Perth,Other
197,209,wiktionary.org,611.826896667481,208.822727203369,471.0,104.411363601685,1946.0,1746.0,61262.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,536.664247512817,224.497318267822,462.0,112.248659133911,1612.0,1549.0,61262.0,103.107.197.94,Perth,Other
201,213,britannica.com,1354.14004325867,209.49912071228,402.0,104.74956035614,55032.0,3007.0,261961.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites,1611.66286468506,233.392000198364,523.0,116.696000099182,24160.0,2634.0,161747.0,103.107.197.94,Perth,Educational Websites
203,215,microsoft.com,918.16782951355,209.382057189941,0.0,104.691028594971,36.0,31.0,3448.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,533.811092376709,224.263668060303,719.0,112.131834030151,21154.0,4166.0,353803.0,103.107.197.94,Perth,Other
222,234,netflix.com,811.361312866211,211.687326431274,716.0,105.843663215637,15198.0,6797.0,480760.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites,1093.92786026001,327.953815460205,660.0,163.976907730103,14102.0,5381.0,480209.0,103.107.197.94,Perth,Entertainment Websites
236,249,nordstrom.com,440.891027450562,208.714485168457,648.0,104.357242584229,1877.0,1877.0,211018.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,439.722061157227,214.962959289551,660.0,107.481479644775,1802.0,1802.0,214173.0,103.107.197.94,Perth,E-commerce Platforms
251,265,bloomberg.com,787.530183792114,208.571910858154,215.0,104.285955429077,5025.0,2374.0,13675.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites,797.532081604004,211.590051651001,215.0,105.7950258255,3640.0,720.0,14423.0,103.107.197.94,Perth,Financial Websites
256,271,coinmarketcap.com,427.111148834229,210.227012634277,283.0,105.113506317139,9668.0,4024.0,423161.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites,436.471462249756,210.242033004761,287.0,105.12101650238,8183.0,3078.0,411658.0,103.107.197.94,Perth,Financial Websites
261,276,pexels.com,428.140640258789,209.340333938599,236.0,104.670166969299,7484.0,2817.0,260888.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,708.185911178589,275.993824005127,666.0,137.996912002563,7749.0,2627.0,252769.0,103.107.197.94,Perth,Other
264,279,github.com,516.37864112854,208.938360214233,279.0,104.469180107117,4958.0,3568.0,234540.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,523.145198822022,276.048183441162,266.0,138.024091720581,4951.0,3509.0,230828.0,103.107.197.94,Perth,Other
274,290,nintendo.com,1258.69560241699,210.78085899353,212.0,105.390429496765,4994.0,2661.0,758645.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites,1378.87501716614,233.505725860596,229.0,116.752862930298,11825.0,2859.0,859732.0,103.107.197.94,Perth,Gaming Websites
293,311,yahoo.com,356.452703475952,65.0858879089356,90.0,32.5429439544678,1214.0,1155.0,44444.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,348.305225372314,292.81759262085,183.0,146.408796310425,4291.0,4186.0,44444.0,185.222.241.160,Vienna,Other
297,315,microsoft.com,253.368377685547,23.3368873596191,0.0,11.6684436798096,43.0,36.0,3448.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,392.724275588989,30.2789211273193,735.0,15.1394605636597,2278.0,1479.0,249596.0,185.222.241.160,Vienna,Other
298,316,walmart.com,93.2157039642334,24.0459442138672,122.0,12.0229721069336,5263.0,333.0,185539.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,71.4385509490967,30.3747653961182,170.0,15.1873826980591,11734.0,378.0,182000.0,185.222.241.160,Vienna,E-commerce Platforms
308,326,timeanddate.com,257.349252700806,25.0461101531982,53.0,12.5230550765991,1112.0,405.0,65680.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,261.42144203186,28.8956165313721,71.0,14.447808265686,930.0,347.0,68054.0,185.222.241.160,Vienna,Other
315,333,healthline.com,57.365894317627,23.2386589050293,201.0,11.6193294525146,4152.0,618.0,313180.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites,77.3208141326904,28.144359588623,200.0,14.0721797943115,1504.0,704.0,187709.0,185.222.241.160,Vienna,Health and Medical Websites
330,349,nordstrom.com,83.3406448364258,26.2315273284912,203.0,13.1157636642456,453.0,452.0,213140.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,70.5468654632568,28.0251502990723,243.0,14.0125751495361,764.0,764.0,212008.0,185.222.241.160,Vienna,E-commerce Platforms
334,353,roblox.com,305.13072013855,27.5850296020508,240.0,13.7925148010254,1409.0,1154.0,94221.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites,267.586231231689,29.2651653289795,192.0,14.6325826644897,1412.0,1189.0,94221.0,185.222.241.160,Vienna,Gaming Websites
336,355,thepiratebay.org,86.5597724914551,23.7295627593994,906.0,11.8647813796997,2012.0,2006.0,4890.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,74.1791725158691,27.7819633483887,883.0,13.8909816741943,2019.0,2010.0,4890.0,185.222.241.160,Vienna,Other
337,356,adobe.com,457.219123840332,28.7015438079834,54.0,14.3507719039917,1476.0,732.0,317583.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,112.228631973267,28.0787944793701,59.0,14.0393972396851,1516.0,846.0,318332.0,185.222.241.160,Vienna,Other
339,358,ssyoutube.com,79.3688297271729,23.8656997680664,385.0,11.9328498840332,1419.0,899.0,30024.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,66.0176277160645,26.6671180725098,523.0,13.3335590362549,1485.0,1181.0,30055.0,185.222.241.160,Vienna,Other
343,362,mcdonalds.com,307.587146759033,25.8488655090332,92.0,12.9244327545166,1903.0,1167.0,265411.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,289.285898208618,29.292106628418,49.0,14.646053314209,1618.0,779.0,268666.0,185.222.241.160,Vienna,Other
353,374,dominos.com,83.4720134735107,56.2038421630859,327.0,28.101921081543,5282.0,4450.0,118373.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,63.8000965118408,35.0475311279297,363.0,17.5237655639648,2352.0,1645.0,127264.0,185.222.241.160,Vienna,Other
362,384,wellsfargo.com,97.9762077331543,24.2183208465576,45.0,12.1091604232788,1707.0,974.0,132054.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,119.899034500122,49.7369766235352,57.0,24.8684883117676,2162.0,1502.0,132092.0,185.222.241.160,Vienna,Other
370,392,fast.com,135.023355484009,22.7618217468262,38.0,11.3809108734131,3651.0,1130.0,25627.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,118.114471435547,31.8717956542969,57.0,15.9358978271484,312.0,310.0,25627.0,185.222.241.160,Vienna,Other
373,396,calculator.net,361.945152282715,58.6960315704346,117.0,29.3480157852173,845.0,649.0,11466.0,86.48.7.129,Vienna,Austria,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,454.487323760986,40.3060913085938,281.0,20.1530456542969,1218.0,834.0,11466.0,185.222.241.160,Vienna,Other
381,405,merriam-webster.com,58.7482452392578,25.3226757049561,43.0,12.661337852478,2408.0,442.0,267432.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites,136.938810348511,31.1808586120605,60.0,15.5904293060303,2346.0,495.0,267481.0,185.245.254.80,Brussels,Educational Websites
385,409,wiktionary.org,57.5616359710693,22.885799407959,45.0,11.4428997039795,395.0,393.0,61262.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,109.166622161865,28.1028747558594,65.0,14.0514373779297,360.0,359.0,61262.0,185.245.254.80,Brussels,Other
386,410,dictionary.com,107.72967338562,22.9425430297852,34.0,11.4712715148926,1397.0,449.0,206148.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites,102.595567703247,27.7161598205566,31.0,13.8580799102783,2632.0,1712.0,206864.0,185.245.254.80,Brussels,Educational Websites
391,415,microsoft.com,359.113931655884,29.5336246490479,0.0,14.7668123245239,37.0,27.0,3448.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,390.160322189331,61.6919994354248,552.0,30.8459997177124,2304.0,1885.0,253579.0,185.245.254.80,Brussels,Other
392,416,walmart.com,114.017486572266,37.9436016082764,126.0,18.9718008041382,7080.0,331.0,185957.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,105.31759262085,29.5112133026123,88.0,14.7556066513062,8125.0,272.0,183594.0,185.245.254.80,Brussels,E-commerce Platforms
398,422,xnxx.com,169.569253921509,33.1771373748779,117.0,16.588568687439,3305.0,2925.0,206287.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,131.574153900146,25.1843929290771,124.0,12.5921964645386,1433.0,860.0,206726.0,185.245.254.80,Brussels,Other
401,425,cricbuzz.com,412.27912902832,24.8792171478271,40.0,12.4396085739136,4628.0,360.0,142239.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,361.346483230591,26.3218879699707,248.0,13.1609439849854,4545.0,401.0,131694.0,185.245.254.80,Brussels,Other
408,432,bestbuy.com,57.2371482849121,22.4103927612305,115.0,11.2051963806152,748.0,457.0,6921.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,62.7439022064209,32.3081016540527,80.0,16.1540508270264,886.0,444.0,6918.0,185.245.254.80,Brussels,E-commerce Platforms
424,449,nordstrom.com,80.72829246521,26.5085697174072,175.0,13.2542848587036,503.0,503.0,211379.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,168.636798858643,26.611328125,163.0,13.3056640625,381.0,381.0,212244.0,185.245.254.80,Brussels,E-commerce Platforms
427,452,indiatimes.com,58.7747097015381,22.972583770752,45.0,11.486291885376,8729.0,358.0,815634.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,86.6529941558838,27.3897647857666,43.0,13.6948823928833,1897.0,291.0,818349.0,185.245.254.80,Brussels,Other
428,453,roblox.com,242.729902267456,28.5916328430176,166.0,14.2958164215088,1490.0,1219.0,95598.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites,250.721454620361,29.0076732635498,186.0,14.5038366317749,2776.0,2447.0,95600.0,185.245.254.80,Brussels,Gaming Websites
433,458,ssyoutube.com,63.2212162017822,25.7279872894287,80.0,12.8639936447144,1595.0,585.0,30024.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,64.8214817047119,26.0474681854248,87.0,13.0237340927124,2083.0,1177.0,30055.0,185.245.254.80,Brussels,Other
443,469,xe.com,58.854341506958,27.3482799530029,40.0,13.6741399765015,1199.0,862.0,459139.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,64.4271373748779,24.989128112793,42.0,12.4945640563965,1544.0,753.0,469736.0,185.245.254.80,Brussels,Other
447,474,dominos.com,58.8290691375732,27.4102687835693,243.0,13.7051343917847,2373.0,370.0,47710.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,64.4130706787109,28.9945602416992,276.0,14.4972801208496,2974.0,399.0,47710.0,185.245.254.80,Brussels,Other
448,475,twitch.tv,64.2311573028564,26.9095897674561,0.0,13.454794883728,2340.0,841.0,214256.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites,72.8368759155273,39.607048034668,0.0,19.803524017334,2073.0,828.0,214166.0,185.245.254.80,Brussels,Entertainment Websites
452,479,github.com,82.9899311065674,22.895336151123,45.0,11.4476680755615,747.0,688.0,234521.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,88.4969234466553,24.8885154724121,58.0,12.4442577362061,1179.0,1150.0,234669.0,185.245.254.80,Brussels,Other
468,498,www2.hm.com,61.2149238586426,25.7508754730225,48.0,12.8754377365112,1161.0,886.0,46935.0,185.245.254.159,Brussels,Belgium,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,71.6977119445801,34.6245765686035,138.0,17.3122882843018,2096.0,1061.0,46942.0,185.245.254.80,Brussels,Other
470,500,google.com,161.865949630737,48.187255859375,245.0,24.0936279296875,2594.0,1489.0,147628.0,185.212.111.170,Sarajevo,Bosnia_And_Herzegovina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,175.697088241577,47.3520755767822,163.0,23.6760377883911,1617.0,886.0,152934.0,185.99.3.201,Mostar,Other
474,504,apple.com,190.64474105835,42.7672863006592,95.0,21.3836431503296,3538.0,1048.0,255185.0,185.212.111.170,Sarajevo,Bosnia_And_Herzegovina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,182.900905609131,62.3185634613037,99.0,31.1592817306519,7678.0,784.0,256010.0,185.99.3.201,Mostar,Other
485,515,microsoft.com,337.772369384766,44.7063446044922,0.0,22.3531723022461,39.0,33.0,3448.0,185.212.111.170,Sarajevo,Bosnia_And_Herzegovina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,272.581815719604,48.2769012451172,215.0,24.1384506225586,2995.0,2390.0,258603.0,185.99.3.201,Mostar,Other
